event_id,company_ticker,company_name,sector_gics,impact_channel,quarter,mention_text,mention_sentiment,management_action_described,revenue_delta_pct,cogs_delta_pct,operating_income_delta_pct,capex_delta_pct,car_1_5,car_1_30,source,confidence,labeled_by,human_reviewed,notes
suez_blockage_2021,KTOS,,,logistics_operations,,,0.1,,,,,,0.1115,0.0032,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_demonetization_2016,MRCY,,,revenue_market_access,,,0.1,,,,,,0.1815,0.1221,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.78
russia_invasion_2022,MRCY,,,logistics_operations,,,0.1,,,,,,0.2257,0.1539,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,OXY,,,logistics_operations,,,-0.3,,,,,,-0.1076,0.1754,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_pakistan_sindoor,OXY,,,logistics_operations,,,0.1,,,,,,0.1233,0.1762,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
russia_invasion_2022,OXY,,,logistics_operations,,,0.1,,,,,,0.2269,0.4856,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,DVN,,,logistics_operations,,,-0.3,,,,,,-0.3498,0.2704,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_pakistan_sindoor,DVN,,,logistics_operations,,,0.1,,,,,,0.1212,0.14,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
israel_hamas_2023,DVN,,,logistics_operations,,,0.1,,,,,,0.1304,0.0446,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
russia_invasion_2022,DVN,,,logistics_operations,,,0.1,,,,,,0.1156,0.161,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,MPC,,,logistics_operations,,,-0.3,,,,,,-0.4659,-0.1728,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_pakistan_sindoor,MPC,,,logistics_operations,,,0.1,,,,,,0.1301,0.1755,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,PSX,,,logistics_operations,,,-0.3,,,,,,-0.2209,0.0874,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_pakistan_sindoor,PSX,,,logistics_operations,,,0.1,,,,,,0.1814,0.1936,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,VLO,,,logistics_operations,,,-0.3,,,,,,-0.3565,-0.0432,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_pakistan_sindoor,VLO,,,logistics_operations,,,0.1,,,,,,0.1485,0.2167,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,FANG,,,logistics_operations,,,-0.3,,,,,,-0.4061,0.416,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_pakistan_sindoor,FANG,,,logistics_operations,,,0.1,,,,,,0.1177,0.1568,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
israel_hamas_2023,FANG,,,logistics_operations,,,0.1,,,,,,0.107,0.0549,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,HAL,,,logistics_operations,,,-0.3,,,,,,-0.4112,0.1392,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,BKR,,,logistics_operations,,,-0.3,,,,,,-0.2368,0.0677,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,OVV,,,logistics_operations,,,-0.3,,,,,,-0.1376,0.7819,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_pakistan_sindoor,OVV,,,logistics_operations,,,0.1,,,,,,0.1512,0.2348,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
israel_hamas_2023,OVV,,,logistics_operations,,,0.1,,,,,,0.112,-0.0141,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
russia_invasion_2022,OVV,,,logistics_operations,,,0.1,,,,,,0.1698,0.3042,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,CTRA,,,logistics_operations,,,0.1,,,,,,0.1413,0.2363,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_pakistan_sindoor,CTRA,,,logistics_operations,,,0.1,,,,,,0.1053,0.204,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
russia_invasion_2022,CTRA,,,logistics_operations,,,0.1,,,,,,0.147,0.2316,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_pakistan_sindoor,AR,,,logistics_operations,,,0.1,,,,,,0.1032,0.1926,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,RRC,,,logistics_operations,,,0.1,,,,,,0.4742,1.6495,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_pakistan_sindoor,RRC,,,logistics_operations,,,0.1,,,,,,0.1284,0.2096,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,EQT,,,logistics_operations,,,0.1,,,,,,0.2631,0.8169,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
russia_invasion_2022,EQT,,,logistics_operations,,,0.1,,,,,,0.1179,0.6347,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,TRGP,,,logistics_operations,,,-0.3,,,,,,-0.6727,-0.3592,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,WMB,,,logistics_operations,,,-0.3,,,,,,-0.4078,0.121,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,KMI,,,logistics_operations,,,-0.3,,,,,,-0.3561,-0.0832,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
russia_invasion_2022,KMI,,,logistics_operations,,,0.1,,,,,,0.1032,0.156,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,ET,,,logistics_operations,,,-0.3,,,,,,-0.3532,0.0,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_demonetization_2016,ET,,,revenue_market_access,,,0.1,,,,,,0.2043,0.34,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.78
covid_lockdown_start,ENB,,,logistics_operations,,,-0.3,,,,,,-0.2331,-0.0744,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,TRP,,,logistics_operations,,,-0.3,,,,,,-0.2522,0.0027,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_pakistan_sindoor,CHRW,,,logistics_operations,,,0.1,,,,,,0.1198,0.0651,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,XPO,,,logistics_operations,,,-0.3,,,,,,-0.2479,0.0709,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_demonetization_2016,XPO,,,revenue_market_access,,,0.1,,,,,,0.14,0.2085,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.78
india_pakistan_sindoor,XPO,,,logistics_operations,,,0.1,,,,,,0.1666,0.0947,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_pakistan_sindoor,JBHT,,,logistics_operations,,,0.1,,,,,,0.1159,0.0536,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,MATX,,,logistics_operations,,,0.1,,,,,,0.1129,-0.0882,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_demonetization_2016,MATX,,,revenue_market_access,,,0.1,,,,,,0.1112,0.045,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.78
india_pakistan_sindoor,MATX,,,logistics_operations,,,0.1,,,,,,0.2379,0.167,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
red_sea_houthi_2023,MATX,,,logistics_operations,,,0.1,,,,,,0.1003,0.1021,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,KEX,,,logistics_operations,,,-0.3,,,,,,-0.2464,0.0807,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
us_iran_war_2026,GXO,,,logistics_operations,,,-0.3,,,,,,-0.1191,-0.0963,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
chile_lithium_nationalization,ZIM,,,revenue_market_access,,,-0.3,,,,,,-0.1783,-0.3048,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.61
india_pakistan_sindoor,ZIM,,,logistics_operations,,,0.1,,,,,,0.3441,0.2693,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
panama_mine_closure_2023,ZIM,,,revenue_market_access,,,0.1,,,,,,0.1062,1.0819,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.78
red_sea_houthi_2023,ZIM,,,logistics_operations,,,0.1,,,,,,0.2012,0.556,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
russia_invasion_2022,ZIM,,,logistics_operations,,,0.1,,,,,,0.1046,0.1024,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
covid_lockdown_start,MRVL,,,logistics_operations,,,-0.3,,,,,,-0.2163,0.2037,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
india_pakistan_sindoor,MRVL,,,logistics_operations,,,0.1,,,,,,0.1703,0.3055,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
us_iran_war_2026,MRVL,,,logistics_operations,,,0.1,,,,,,0.1342,0.6391,event_study,medium,weak_supervision_snorkel,0,Snorkel confidence=0.68
